,,,10.0 cp ,10.0 cp ,10.0 cp ,10.0 cp ,10.0 cp ,10.0 cp ,10.0 cp ,10.0 cp ,10.0 cp ,10.0 cp ,10.0 cp ,10.0 cp ,100.0 cp ,100.0 cp ,100.0 cp ,100.0 cp ,100.0 cp ,100.0 cp ,100.0 cp ,100.0 cp ,100.0 cp ,100.0 cp ,100.0 cp ,100.0 cp ,1000.0 cp ,1000.0 cp ,1000.0 cp ,1000.0 cp ,1000.0 cp ,1000.0 cp ,1000.0 cp ,1000.0 cp ,1000.0 cp ,1000.0 cp ,1000.0 cp ,1000.0 cp ,10000.0 cp ,10000.0 cp ,10000.0 cp ,10000.0 cp ,10000.0 cp ,10000.0 cp ,10000.0 cp ,10000.0 cp ,10000.0 cp ,10000.0 cp ,10000.0 cp ,10000.0 cp ,50.0 ng HgDNA ,50.0 ng HgDNA ,50.0 ng HgDNA ,50.0 ng HgDNA ,50.0 ng HgDNA ,50.0 ng HgDNA ,50.0 ng HgDNA ,50.0 ng HgDNA ,50.0 ng HgDNA ,50.0 ng HgDNA ,50.0 ng HgDNA ,50.0 ng HgDNA ,500.0 ng HgDNA ,500.0 ng HgDNA ,500.0 ng HgDNA ,500.0 ng HgDNA ,500.0 ng HgDNA ,500.0 ng HgDNA ,500.0 ng HgDNA ,500.0 ng HgDNA ,500.0 ng HgDNA ,500.0 ng HgDNA ,500.0 ng HgDNA ,500.0 ng HgDNA ,NTC,NTC,NTC,NTC,NTC,NTC,NTC,NTC,NTC,NTC,NTC,NTC
,,,#Ct Pos,#Tm NS,#Tm PD,#Tm Specif,Max Ct,Max Tm1,Mean Ct,Mean NS ng/ul,Mean PD ng/ul,Mean Specif ng/ul,Min Ct,Min Tm1,#Ct Pos,#Tm NS,#Tm PD,#Tm Specif,Max Ct,Max Tm1,Mean Ct,Mean NS ng/ul,Mean PD ng/ul,Mean Specif ng/ul,Min Ct,Min Tm1,#Ct Pos,#Tm NS,#Tm PD,#Tm Specif,Max Ct,Max Tm1,Mean Ct,Mean NS ng/ul,Mean PD ng/ul,Mean Specif ng/ul,Min Ct,Min Tm1,#Ct Pos,#Tm NS,#Tm PD,#Tm Specif,Max Ct,Max Tm1,Mean Ct,Mean NS ng/ul,Mean PD ng/ul,Mean Specif ng/ul,Min Ct,Min Tm1,#Ct Pos,#Tm NS,#Tm PD,#Tm Specif,Max Ct,Max Tm1,Mean Ct,Mean NS ng/ul,Mean PD ng/ul,Mean Specif ng/ul,Min Ct,Min Tm1,#Ct Pos,#Tm NS,#Tm PD,#Tm Specif,Max Ct,Max Tm1,Mean Ct,Mean NS ng/ul,Mean PD ng/ul,Mean Specif ng/ul,Min Ct,Min Tm1,#Ct Pos,#Tm NS,#Tm PD,#Tm Specif,Max Ct,Max Tm1,Mean Ct,Mean NS ng/ul,Mean PD ng/ul,Mean Specif ng/ul,Min Ct,Min Tm1
A81_E303_3,AMR_NDM_x.10_NDM42_NDM46,K.pneumoniae-NDM_2146,1.0,0.0,4.0,2.0,36.118335723877,90.2720565795898,31.970870018005375,0.0,5.179604515,2.335087805,24.2401542663574,75.8833618164062,2.0,0.0,0.0,2.0,32.1020660400391,90.1363143920898,31.9862699508667,0.0,6.58858004,7.23634781,31.8704738616943,90.1363143920898,2.0,0.0,0.0,2.0,29.6643238067627,90.1363143920898,29.4373836517334,0.0,1.9046168899999998,21.087075409999997,29.2104434967041,90.0005722045898,2.0,0.0,0.0,2.0,26.3815326690674,90.1363143920898,26.0725164413452,0.0,0.0,3.80654609,25.763500213623,90.1363143920898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A81_E303_3,AMR_NDM_x.5_NDM27_NDM29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,0.0,0.0,nan,82.8062210083008,nan,0.0,0.0,0.0,nan,82.5347366333008,0.0,2.0,2.0,1.0,nan,87.2857208251953,nan,0.0,0.0,0.0,nan,83.0777053833008,0.0,2.0,1.0,0.0,nan,92.1724548339844,nan,0.0,0.0,0.0,nan,89.8648300170898
A81_E303_3,AMR_NDM_x.5_NDM27_NDM29,K.pneumoniae-NDM_2146,2.0,0.0,0.0,4.0,38.7095069885254,88.3716583251953,37.1993776957194,0.152664705,0.7819488099999999,0.6484078849999999,36.3391952514648,88.1001739501953,2.0,0.0,0.0,2.0,33.3769683837891,87.9644317626953,32.94673156738285,0.0,0.0,14.75316814,32.5164947509766,87.8286895751953,2.0,0.0,0.0,2.0,29.4877643585205,87.8286895751953,29.45907592773435,0.0,0.0,6.07220259,29.4303874969482,87.8286895751953,2.0,0.0,0.0,2.0,26.4778099060059,87.8286895751953,25.842984199523947,0.0,0.0,6.859481990000001,25.208158493042,87.8286895751953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A81_E303_3,AMR_NDM_x.6_NDM33_NDM35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,2.0,0.0,34.7040061950684,74.2544555664062,34.5030097961426,0.0,11.52392099,0.0,34.3020133972168,74.1187133789062,0.0,0.0,2.0,0.0,nan,72.3540573120117,nan,0.0,8.09655867,0.0,nan,71.9468307495117,0.0,0.0,2.0,0.0,31.0747299194336,75.2046508789062,30.831444740295403,0.0,13.23760662,0.0,30.5881595611572,75.2046508789062
A81_E303_3,AMR_NDM_x.6_NDM33_NDM35,K.pneumoniae-NDM_2146,1.0,0.0,4.0,0.0,29.9505271911621,75.2046508789062,28.9945936203003,0.0,9.72032824,0.0,27.2962741851807,74.6616821289062,0.0,0.0,2.0,2.0,27.9224967956543,90.9507675170898,27.87550830841065,0.0,9.62357053,0.0,27.828519821167,90.9507675170898,1.0,0.0,0.0,2.0,27.85959815979,90.8150253295898,27.52243709564205,0.0,6.68074777,3.2981349599999996,27.1852760314941,90.6792831420898,2.0,0.0,0.0,2.0,25.515287399292,90.6792831420898,25.0807218551636,0.0,6.80167201,3.2492769700000004,24.6461563110352,90.6792831420898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A81_E303_3,AMR_NDM_x.7_NDM33_NDM36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,2.0,0.0,nan,82.1275100708008,nan,0.0,0.0,0.0,nan,81.9917678833008,0.0,2.0,2.0,0.0,nan,82.3989944458008,nan,18.275353289999998,0.0,0.0,nan,82.3989944458008,0.0,1.0,1.0,1.0,30.676441192627,90.1363143920898,30.676441192627,0.0,0.0,0.0,30.676441192627,77.9194946289062
A81_E303_3,AMR_NDM_x.7_NDM33_NDM36,K.pneumoniae-NDM_2146,0.0,0.0,3.0,2.0,36.1246604919434,90.8150253295898,34.91832351684574,0.0,6.2491431099999994,1.3660355199999998,33.0593414306641,77.5122680664062,0.0,0.0,0.0,2.0,34.2214889526367,90.5435409545898,33.738927841186495,0.0,0.0,12.795480999999999,33.2563667297363,90.5435409545898,0.0,0.0,0.0,2.0,30.6898994445801,90.5435409545898,30.48968315124515,0.0,0.0,1.57545849,30.2894668579102,90.5435409545898,2.0,0.0,0.0,2.0,27.2264442443848,90.5435409545898,26.855393409729,8.46822778,0.0,1.8274511900000001,26.4843425750732,90.5435409545898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A81_E303_3,AMR_NDM_x.8_NDM33_NDM37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,2.0,0.0,36.7113571166992,74.1187133789062,36.4513759613037,0.0,8.10127563,0.0,36.1913948059082,73.9829711914062,0.0,1.0,2.0,0.0,39.9506340026855,72.7612838745117,39.9506340026855,0.0,9.85336469,0.0,39.9506340026855,72.2183151245117,0.0,0.0,2.0,0.0,32.5053901672363,75.2046508789062,30.650390625,0.0,7.25740345,0.0,28.7953910827637,74.9331665039062
A81_E303_3,AMR_NDM_x.8_NDM33_NDM37,K.pneumoniae-NDM_2146,0.0,0.0,4.0,0.0,33.0046539306641,75.0689086914062,31.010791301727302,0.0,6.661052929999999,0.0,29.8462066650391,74.3901977539062,0.0,0.0,2.0,1.0,32.3810424804688,90.2720565795898,31.02420139312745,0.38611929,7.97662851,0.0,29.6673603057861,74.1187133789062,0.0,0.0,0.0,2.0,30.6804752349854,90.2720565795898,30.386531829834,0.0,4.60298154,3.1228445,30.0925884246826,90.2720565795898,1.0,0.0,0.0,2.0,27.4400005340576,90.2720565795898,27.21081352233885,0.0,3.5358472,1.75865217,26.9816265106201,90.2720565795898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A81_E303_3,AMR_NDM_x.9_NDM42_NDM45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,1.0,0.0,nan,82.1275100708008,nan,0.0,0.0,0.0,nan,81.7202835083008,0.0,2.0,2.0,0.0,nan,81.4487991333008,nan,0.0,3.07933782,0.0,nan,75.3403930664062,0.0,2.0,1.0,0.0,37.0758171081543,91.2222518920898,37.0758171081543,0.0,1.02405648,0.0,37.0758171081543,62.4448623657227
A81_E303_3,AMR_NDM_x.9_NDM42_NDM45,K.pneumoniae-NDM_2146,0.0,0.0,3.0,3.0,39.759090423584,90.2720565795898,38.128993988037095,0.0,1.32778661,1.89631113,36.4988975524902,77.1050415039062,0.0,0.0,0.0,2.0,34.9241409301758,90.0005722045898,34.6913471221924,0.0,0.0,9.35675353,34.458553314209,89.8648300170898,2.0,0.0,0.0,2.0,29.9281978607178,89.7290878295898,29.65141677856445,18.56003855,0.0,3.58499067,29.3746356964111,89.7290878295898,2.0,0.0,0.0,2.0,26.9877471923828,89.7290878295898,26.87983512878415,0.0,0.0,3.11087009,26.7719230651855,89.7290878295898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A81_E307_1,AMR_NDM_10.x_NDM31_NDM39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,1.0,0.0,nan,84.2306442260742,nan,0.68697128,1.53655184,0.0,nan,83.9568710327148,0.0,2.0,2.0,0.0,nan,85.3257446289062,nan,0.0,1.52139267,0.0,nan,83.6830902099609,0.0,2.0,1.0,0.0,nan,90.2537078857422,nan,0.0,1.44003356,0.0,nan,88.0635070800781
A81_E307_1,AMR_NDM_10.x_NDM31_NDM39,K.pneumoniae-NDM_2146,2.0,2.0,2.0,2.0,33.1984481811523,92.9914703369141,32.96119689941405,0.0,1.354483065,6.61769709,32.7239456176758,83.2724304199219,2.0,0.0,0.0,2.0,30.9984569549561,92.9914703369141,30.529863357543952,0.0,1.16812602,20.93149104,30.0612697601318,92.9914703369141,2.0,0.0,0.0,2.0,26.1713600158691,92.9914703369141,26.151185035705552,0.0,0.0,34.2884775,26.131010055542,92.9914703369141,2.0,0.0,0.0,2.0,24.5751972198486,93.1283569335938,24.493460655212402,0.0,0.0,42.704190219999994,24.4117240905762,93.1283569335938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A81_E307_1,AMR_NDM_12.x_NDM32_NDM39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,2.0,0.0,nan,83.5462036132812,nan,0.0,1.5073778,0.0,nan,64.518798828125,0.0,2.0,2.0,0.0,34.8372344970703,85.1888580322266,34.8372344970703,0.0,1.62133274,0.0,34.8372344970703,69.9943084716797,0.0,2.0,0.0,0.0,27.8162670135498,85.7364120483398,26.1091299057007,0.0,2.26670488,0.0,24.4019927978516,85.3257446289062
A81_E307_1,AMR_NDM_12.x_NDM32_NDM39,K.pneumoniae-NDM_2146,0.0,4.0,0.0,0.0,34.9095153808594,93.1283569335938,32.994425773620605,0.0,1.531587685,4.400048395000001,31.7020111083984,92.8545837402344,0.0,2.0,1.0,1.0,nan,92.4439163208008,nan,0.0,1.47109171,0.0,nan,87.3790664672852,0.0,2.0,2.0,0.0,nan,92.8545837402344,nan,0.0,1.7001844199999998,0.0,nan,91.7594757080078,0.0,2.0,1.0,2.0,nan,87.9266204833984,nan,0.0,1.6610702099999999,0.0,nan,87.3790664672852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A81_E307_1,AMR_NDM_14.x_NDM40_NDM48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,0.0,1.0,34.6823539733887,92.7176895141602,34.47272682189945,30.29174007,0.0,1.6464204700000002,34.2630996704102,87.6528396606445,1.0,2.0,1.0,0.0,29.5800132751465,87.6528396606445,29.5800132751465,0.0,0.0,0.0,29.5800132751465,81.9035491943359,0.0,2.0,1.0,0.0,37.7327423095703,81.3560028076172,36.0576400756836,2.68589148,0.0,0.0,34.3825378417969,81.0822219848633
A81_E307_1,AMR_NDM_14.x_NDM40_NDM48,K.pneumoniae-NDM_2146,1.0,1.0,2.0,2.0,36.9837265014648,92.3070220947266,33.9855302174886,0.0,0.6755323150000001,7.659289005,31.5778865814209,78.4813537597656,2.0,0.0,0.0,2.0,28.598913192749,92.4439163208008,28.4840841293335,0.0,0.0,28.558961250000003,28.369255065918,92.4439163208008,2.0,0.0,0.0,2.0,24.6771450042725,92.5808029174805,24.6675596237183,0.0,0.0,38.89021552,24.6579742431641,92.4439163208008,2.0,0.0,0.0,2.0,22.5740947723389,92.5808029174805,22.5185241699219,0.0,0.0,47.14196409,22.4629535675049,92.5808029174805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A81_E307_1,AMR_NDM_16.x_NDM41_NDM47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,0.0,0.0,39.939640045166,89.9799346923828,39.3304386138916,19.31919379,1.8719821200000002,1.2790068900000002,38.7212371826172,89.9799346923828,0.0,2.0,0.0,0.0,33.8988990783691,89.9799346923828,33.832992553710895,23.50345405,0.0,1.62598924,33.7670860290527,86.4208526611328,0.0,2.0,0.0,0.0,24.8701267242432,80.6715621948242,24.8701267242432,0.0,11.8058127,0.0,24.8701267242432,80.1240081787109
A81_E307_1,AMR_NDM_16.x_NDM41_NDM47,K.pneumoniae-NDM_2146,0.0,1.0,0.0,4.0,34.990306854248,92.5808029174805,33.24439144134519,0.0,6.2684091749999995,10.034618195,31.5101127624512,92.3070220947266,0.0,0.0,0.0,2.0,29.6770782470703,92.3070220947266,29.63673400878905,0.0,0.0,28.29842246,29.5963897705078,92.3070220947266,0.0,0.0,0.0,2.0,25.8354358673096,92.3070220947266,25.815245628356948,0.0,0.0,44.44344902,25.7950553894043,92.3070220947266,0.0,0.0,0.0,2.0,23.2579231262207,92.3070220947266,23.2525224685669,0.0,0.0,54.95188261,23.2471218109131,92.3070220947266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A81_E307_1,AMR_NDM_18.x_NDM41_NDM49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,1.0,0.0,nan,89.1586074829102,nan,20.842232780000003,0.0,0.0,nan,87.2421722412109,0.0,2.0,1.0,0.0,39.6990242004395,87.3790664672852,37.51177978515625,9.64263085,0.0,0.0,35.324535369873,83.5462036132812,0.0,1.0,1.0,0.0,35.4176063537598,87.5159530639648,35.4176063537598,0.0,4.38989432,0.0,35.4176063537598,76.4280395507812
A81_E307_1,AMR_NDM_18.x_NDM41_NDM49,K.pneumoniae-NDM_2146,0.0,0.0,1.0,3.0,35.9324417114258,92.4439163208008,34.256247202555336,0.0,0.0,15.302438205000001,32.4233245849609,60.0014991760254,2.0,0.0,0.0,2.0,31.1415157318115,92.3070220947266,30.56502532958985,0.0,0.0,27.48291261,29.9885349273682,92.3070220947266,2.0,0.0,0.0,2.0,26.6247138977051,92.4439163208008,26.51714420318605,0.0,2.97175766,39.89283698,26.409574508667,92.3070220947266,2.0,0.0,0.0,2.0,23.8297481536865,92.4439163208008,23.6945514678955,0.0,0.0,58.7966097,23.5593547821045,92.4439163208008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A81_E307_1,AMR_NDM_7.x_NDM25_NDM30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,0.0,0.0,32.7921829223633,84.2306442260742,31.85583782196045,12.12534719,0.0,0.0,30.9194927215576,83.9568710327148,2.0,2.0,0.0,0.0,32.3562316894531,84.0937576293945,31.36343479156495,14.486563310000001,0.0,0.0,30.3706378936768,83.9568710327148,0.0,1.0,1.0,0.0,35.9748344421387,80.9453353881836,35.9748344421387,0.0,0.0,0.0,35.9748344421387,79.9871215820312
A81_E307_1,AMR_NDM_7.x_NDM25_NDM30,K.pneumoniae-NDM_2146,1.0,2.0,1.0,4.0,33.7570343017578,92.5808029174805,33.1776523590088,0.0,1.0759825699999999,10.083475929999999,32.4610939025879,92.3070220947266,2.0,0.0,0.0,2.0,29.3238773345947,92.4439163208008,29.188268661499002,0.0,0.0,19.07707214,29.0526599884033,92.3070220947266,2.0,0.0,0.0,2.0,24.9480113983154,92.4439163208008,24.88851165771485,0.0,0.0,32.0346775,24.8290119171143,92.3070220947266,2.0,0.0,0.0,2.0,22.9614219665527,92.4439163208008,22.9443950653076,0.0,1.12936382,35.86910426,22.9273681640625,92.3070220947266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A81_E307_2,AMR_NDM_x.10_NDM42_NDM46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,0.0,0.0,nan,87.5251922607422,nan,nan,nan,nan,nan,87.2513275146484,0.0,2.0,0.0,0.0,31.6059455871582,80.6787033081055,31.42147636413575,nan,nan,nan,31.2370071411133,80.6787033081055,0.0,2.0,0.0,0.0,33.0166015625,80.4048385620117,32.64636039733885,nan,nan,nan,32.2761192321777,80.2679138183594
A81_E307_2,AMR_NDM_x.10_NDM42_NDM46,K.pneumoniae-NDM_2146,1.0,4.0,0.0,2.0,31.9374084472656,92.3177337646484,29.227192401885976,nan,nan,nan,23.5648193359375,80.2679138183594,2.0,0.0,0.0,2.0,28.8448963165283,92.1808013916016,28.641809463500948,nan,nan,nan,28.4387226104736,92.0438766479492,2.0,0.0,0.0,2.0,25.6320457458496,92.1808013916016,25.53065490722655,nan,nan,nan,25.4292640686035,92.0438766479492,2.0,0.0,0.0,2.0,21.4711990356445,92.1808013916016,21.40113830566405,nan,nan,nan,21.3310775756836,92.0438766479492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A81_E307_2,AMR_NDM_x.5_NDM27_NDM29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,0.0,0.0,33.748706817627,85.4712448120117,32.85218524932865,1.57539528,6.98014679,3.22493567,31.9556636810303,85.4712448120117,0.0,2.0,0.0,0.0,34.4767990112305,85.7451019287109,34.2024555206299,0.83200622,2.69369218,3.04674294,33.9281120300293,85.3343124389648,0.0,2.0,1.0,0.0,34.7687721252441,82.7326507568359,34.7687721252441,0.0,5.07572041,0.0,34.7687721252441,80.4048385620117
A81_E307_2,AMR_NDM_x.5_NDM27_NDM29,K.pneumoniae-NDM_2146,0.0,1.0,1.0,4.0,34.1778678894043,89.9899291992188,33.29965686798097,0.0,1.843291985,3.406362975,32.5989036560059,89.8529968261719,2.0,0.0,0.0,2.0,30.8296813964844,89.8529968261719,30.482253074646,0.0,0.0,6.20451192,30.1348247528076,89.716064453125,2.0,0.0,0.0,2.0,27.4392986297607,89.8529968261719,27.29253005981445,0.0,1.83212986,8.14222262,27.1457614898682,89.716064453125,2.0,0.0,0.0,2.0,22.9382476806641,89.8529968261719,22.8167428970337,0.0,0.0,11.842868580000001,22.6952381134033,89.8529968261719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A81_E307_2,AMR_NDM_x.6_NDM33_NDM35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,2.0,0.0,23.2288551330566,76.7077331542969,23.050342559814453,0.0,10.73041702,0.0,22.8718299865723,76.7077331542969,0.0,1.0,2.0,0.0,23.2748126983643,77.1185302734375,22.93233966827395,0.0,10.4635768,0.0,22.5898666381836,76.8446655273438,0.0,0.0,2.0,0.0,22.9056663513184,77.3923873901367,22.85202789306645,0.0,10.172148539999998,0.0,22.7983894348145,77.3923873901367
A81_E307_2,AMR_NDM_x.6_NDM33_NDM35,K.pneumoniae-NDM_2146,0.0,0.0,4.0,0.0,23.0356388092041,77.1185302734375,22.798120975494374,0.0,10.161178154999998,0.0,22.5903644561768,76.8446655273438,0.0,0.0,2.0,1.0,22.8774261474609,92.5915985107422,22.690569877624498,0.0,9.90283559,1.66008276,22.5037136077881,76.4338760375977,0.0,0.0,2.0,2.0,22.6239948272705,92.5915985107422,22.4741163253784,0.0,9.39007826,6.218993040000001,22.3242378234863,92.5915985107422,0.0,0.0,0.0,2.0,21.3314533233643,92.7285232543945,20.9207992553711,0.0,8.26076324,11.79456674,20.5101451873779,92.5915985107422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A81_E307_2,AMR_NDM_x.7_NDM33_NDM36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,2.0,0.0,35.3861427307129,84.7865905761719,34.94569778442385,1.91262704,5.85986499,0.0,34.5052528381348,84.6496658325195,0.0,2.0,1.0,0.0,34.3808822631836,80.2679138183594,34.28815269470215,1.81230944,6.08866029,0.0,34.1954231262207,79.5832672119141,0.0,1.0,1.0,0.0,32.3315505981445,80.1309814453125,32.3315505981445,0.0,0.0,0.0,32.3315505981445,79.9940490722656
A81_E307_2,AMR_NDM_x.7_NDM33_NDM36,K.pneumoniae-NDM_2146,1.0,0.0,2.0,4.0,32.4993324279785,92.8654556274414,31.080989837646474,0.0,5.00723327,10.888085279999999,28.1977252960205,92.7285232543945,0.0,0.0,0.0,2.0,29.5271415710449,92.5915985107422,29.5076513290405,0.0,8.4419555,18.29218317,29.4881610870361,92.5915985107422,2.0,0.0,0.0,2.0,26.9886932373047,92.5915985107422,26.9646797180176,0.0,3.9067689,30.22406003,26.9406661987305,92.5915985107422,2.0,0.0,0.0,2.0,22.3032855987549,92.7285232543945,22.2677640914917,0.0,0.0,42.68328322000001,22.2322425842285,92.5915985107422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A81_E307_2,AMR_NDM_x.8_NDM33_NDM37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,2.0,0.0,30.5451488494873,77.2554550170898,30.5451488494873,0.0,12.011964209999999,0.0,30.5451488494873,76.1600189208984,0.0,0.0,2.0,0.0,26.7878646850586,77.8031768798828,25.64764976501465,0.0,11.61161118,0.0,24.5074348449707,77.8031768798828,0.0,0.0,2.0,0.0,24.0079860687256,77.8031768798828,23.131165504455552,0.0,12.71152593,0.0,22.2543449401855,77.8031768798828
A81_E307_2,AMR_NDM_x.8_NDM33_NDM37,K.pneumoniae-NDM_2146,0.0,0.0,4.0,2.0,28.6419944763184,92.8654556274414,26.82554626464845,0.0,11.245260625,2.6148694150000003,26.0673923492432,76.8446655273438,0.0,1.0,2.0,2.0,27.8252334594727,92.8654556274414,27.2343444824219,0.0,8.908689749999999,11.56534035,26.6434555053711,92.8654556274414,0.0,0.0,0.0,2.0,25.8296966552734,92.8654556274414,25.8197250366211,0.0,8.53305161,18.10526142,25.8097534179688,92.8654556274414,0.0,0.0,0.0,2.0,21.9243831634521,92.8654556274414,21.9157276153564,0.0,6.5615808399999995,29.992218870000002,21.9070720672607,92.8654556274414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A81_E307_2,AMR_NDM_x.9_NDM42_NDM45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,2.0,0.0,nan,85.4712448120117,nan,27.416465879999997,6.01051514,0.0,nan,85.4712448120117,0.0,0.0,2.0,0.0,38.0977973937988,79.0355453491211,36.73038482666015,0.0,3.6781361099999996,0.0,35.3629722595215,78.3508911132812,0.0,0.0,2.0,0.0,34.9399299621582,79.7201919555664,34.00414085388185,0.0,11.35611157,0.0,33.0683517456055,79.3094024658203
A81_E307_2,AMR_NDM_x.9_NDM42_NDM45,K.pneumoniae-NDM_2146,1.0,1.0,2.0,4.0,34.3036422729492,92.3177337646484,31.801142215728746,0.0,5.441321145,11.1352541,26.8996677398682,92.1808013916016,2.0,0.0,0.0,2.0,30.5043640136719,92.1808013916016,30.34225368499755,0.0,6.73405805,20.25019141,30.1801433563232,92.1808013916016,2.0,0.0,0.0,2.0,27.0748100280762,92.0438766479492,27.03196239471435,0.0,4.0296981,27.536232520000002,26.9891147613525,92.0438766479492,2.0,0.0,0.0,2.0,22.8074359893799,92.1808013916016,22.794161796569853,0.0,0.0,38.811148100000004,22.7808876037598,92.0438766479492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A81_E307_4,AMR_NDM_x.10_NDM42_NDM46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,2.0,0.0,33.230396270752,83.4210205078125,33.1984386444092,1.0771725699999999,10.427787830000002,0.0,33.1664810180664,78.216796875,0.0,2.0,1.0,0.0,38.0300216674805,83.0101623535156,38.0300216674805,2.8423070399999997,8.15979362,0.0,38.0300216674805,82.7362518310547,0.0,0.0,2.0,0.0,32.2023239135742,78.4906997680664,31.4138956069946,0.0,8.881883929999999,0.0,30.625467300415,78.3537445068359
A81_E307_4,AMR_NDM_x.10_NDM42_NDM46,K.pneumoniae-NDM_2146,0.0,0.0,1.0,4.0,32.4928932189941,89.8578262329102,31.693000793457,0.0,9.00688843,3.593201735,30.9427833557129,89.7208709716797,0.0,0.0,0.0,2.0,29.7698726654053,89.5839233398438,29.41711044311525,0.0,6.58181921,12.17138563,29.0643482208252,89.5839233398438,2.0,0.0,0.0,2.0,25.3255405426025,89.5839233398438,24.992604255676248,0.0,0.0,0.0,24.65966796875,89.3100128173828,2.0,0.0,0.0,2.0,21.2458820343018,89.5839233398438,21.04703426361085,1.9199068300000002,0.0,22.22407448,20.8481864929199,89.4469680786133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A81_E307_4,AMR_NDM_x.5_NDM27_NDM29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,2.0,0.0,34.8753356933594,79.997184753418,34.8753356933594,0.0,0.0,0.0,34.8753356933594,79.8602294921875,0.0,2.0,1.0,0.0,39.0446968078613,84.9275054931641,39.0446968078613,0.0,1.71272224,0.0,39.0446968078613,80.1341400146484,0.0,1.0,1.0,0.0,nan,89.3100128173828,nan,0.0,0.0,0.0,nan,60.8237190246582
