,,,10.0 cp ,10.0 cp ,10.0 cp ,10.0 cp ,10.0 cp ,10.0 cp ,10.0 cp ,10.0 cp ,10.0 cp ,10.0 cp ,10.0 cp ,10.0 cp ,100.0 cp ,100.0 cp ,100.0 cp ,100.0 cp ,100.0 cp ,100.0 cp ,100.0 cp ,100.0 cp ,100.0 cp ,100.0 cp ,100.0 cp ,100.0 cp ,1000.0 cp ,1000.0 cp ,1000.0 cp ,1000.0 cp ,1000.0 cp ,1000.0 cp ,1000.0 cp ,1000.0 cp ,1000.0 cp ,1000.0 cp ,1000.0 cp ,1000.0 cp ,10000.0 cp ,10000.0 cp ,10000.0 cp ,10000.0 cp ,10000.0 cp ,10000.0 cp ,10000.0 cp ,10000.0 cp ,10000.0 cp ,10000.0 cp ,10000.0 cp ,10000.0 cp ,50.0 ng HgDNA ,50.0 ng HgDNA ,50.0 ng HgDNA ,50.0 ng HgDNA ,50.0 ng HgDNA ,50.0 ng HgDNA ,50.0 ng HgDNA ,50.0 ng HgDNA ,50.0 ng HgDNA ,50.0 ng HgDNA ,50.0 ng HgDNA ,50.0 ng HgDNA ,500.0 ng HgDNA ,500.0 ng HgDNA ,500.0 ng HgDNA ,500.0 ng HgDNA ,500.0 ng HgDNA ,500.0 ng HgDNA ,500.0 ng HgDNA ,500.0 ng HgDNA ,500.0 ng HgDNA ,500.0 ng HgDNA ,500.0 ng HgDNA ,500.0 ng HgDNA ,NTC,NTC,NTC,NTC,NTC,NTC,NTC,NTC,NTC,NTC,NTC,NTC
,,,#Ct Pos,#Tm NS,#Tm PD,#Tm Specif,Max Ct,Max Tm1,Mean Ct,Mean NS ng/ul,Mean PD ng/ul,Mean Specif ng/ul,Min Ct,Min Tm1,#Ct Pos,#Tm NS,#Tm PD,#Tm Specif,Max Ct,Max Tm1,Mean Ct,Mean NS ng/ul,Mean PD ng/ul,Mean Specif ng/ul,Min Ct,Min Tm1,#Ct Pos,#Tm NS,#Tm PD,#Tm Specif,Max Ct,Max Tm1,Mean Ct,Mean NS ng/ul,Mean PD ng/ul,Mean Specif ng/ul,Min Ct,Min Tm1,#Ct Pos,#Tm NS,#Tm PD,#Tm Specif,Max Ct,Max Tm1,Mean Ct,Mean NS ng/ul,Mean PD ng/ul,Mean Specif ng/ul,Min Ct,Min Tm1,#Ct Pos,#Tm NS,#Tm PD,#Tm Specif,Max Ct,Max Tm1,Mean Ct,Mean NS ng/ul,Mean PD ng/ul,Mean Specif ng/ul,Min Ct,Min Tm1,#Ct Pos,#Tm NS,#Tm PD,#Tm Specif,Max Ct,Max Tm1,Mean Ct,Mean NS ng/ul,Mean PD ng/ul,Mean Specif ng/ul,Min Ct,Min Tm1,#Ct Pos,#Tm NS,#Tm PD,#Tm Specif,Max Ct,Max Tm1,Mean Ct,Mean NS ng/ul,Mean PD ng/ul,Mean Specif ng/ul,Min Ct,Min Tm1
A81_E307_4,AMR_NDM_x.5_NDM27_NDM29,K.pneumoniae-NDM_2146,1.0,1.0,1.0,4.0,38.0659446716309,87.5296173095703,36.44516468048096,0.0,3.9262638649999997,0.0,33.1251907348633,87.3926696777344,2.0,0.0,0.0,2.0,33.0888519287109,87.2557144165039,32.471305847167955,0.0,0.0,12.65691792,31.853759765625,87.1187591552734,2.0,0.0,0.0,2.0,28.8246536254883,87.1187591552734,28.71988010406495,0.46026691000000003,0.0,19.615166799999997,28.6151065826416,87.1187591552734,2.0,0.0,0.0,2.0,25.0958652496338,86.981803894043,24.92990016937255,1.14223488,0.0,19.78260505,24.7639350891113,86.981803894043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A81_E307_4,AMR_NDM_x.6_NDM33_NDM35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,2.0,0.0,26.0449485778809,74.1081924438477,25.45126152038575,0.0,13.25722335,0.0,24.8575744628906,73.9712371826172,0.0,2.0,2.0,0.0,32.5798568725586,73.1495208740234,31.3614921569824,0.0,13.26255098,0.0,30.1431274414062,73.1495208740234,0.0,0.0,2.0,0.0,23.2851390838623,74.1081924438477,23.245799064636252,0.0,11.646818759999999,0.0,23.2064590454102,74.1081924438477
A81_E307_4,AMR_NDM_x.6_NDM33_NDM35,K.pneumoniae-NDM_2146,0.0,0.0,4.0,0.0,24.9261741638184,74.2451477050781,23.762527942657474,0.0,11.34305004,0.0,22.9451370239258,74.1081924438477,0.0,0.0,2.0,0.0,23.9757823944092,73.4234237670898,23.86692237854005,0.0,11.056016609999999,0.0,23.7580623626709,73.2864685058594,0.0,0.0,0.0,2.0,23.4684047698975,89.9947814941406,23.1807861328125,0.0,10.83615985,2.92284429,22.8931674957275,89.9947814941406,1.0,0.0,0.0,2.0,21.1410045623779,89.9947814941406,20.354117393493652,0.0,10.92549352,2.57162638,19.5672302246094,89.9947814941406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A81_E307_4,AMR_NDM_x.7_NDM33_NDM36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,2.0,0.0,36.0664482116699,82.0514831542969,36.0664482116699,0.0,2.95980232,0.0,36.0664482116699,77.1211700439453,0.0,1.0,2.0,0.0,nan,76.5733489990234,nan,0.0,1.83997254,0.7102241300000001,nan,76.4364013671875,0.0,0.0,2.0,0.0,34.5679626464844,76.9842147827148,33.3406982421875,0.0,5.28877225,0.0,32.1134338378906,76.299446105957
A81_E307_4,AMR_NDM_x.7_NDM33_NDM36,K.pneumoniae-NDM_2146,2.0,0.0,4.0,2.0,34.2360420227051,90.1317291259766,29.606058120727553,2.42779858,10.639714575,0.0,24.5504913330078,76.7103042602539,2.0,0.0,0.0,2.0,29.8202362060547,89.9947814941406,29.4969310760498,0.0,0.0,22.85066725,29.1736259460449,89.9947814941406,2.0,0.0,0.0,2.0,26.0989437103271,89.8578262329102,25.9054737091064,0.71407147,0.0,20.24301032,25.7120037078857,89.8578262329102,2.0,0.0,0.0,2.0,22.6666564941406,89.8578262329102,22.30356311798095,1.60658469,0.0,20.597550419999997,21.9404697418213,89.7208709716797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A81_E307_4,AMR_NDM_x.8_NDM33_NDM37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,2.0,0.0,29.5098094940186,74.7929611206055,28.4116067886353,0.0,14.46050265,0.0,27.313404083252,74.656005859375,0.0,2.0,2.0,0.0,32.4263763427734,73.8342895507812,29.9971399307251,0.0,15.41229323,0.0,27.5679035186768,73.6973342895508,0.0,0.0,2.0,0.0,20.7851829528809,74.656005859375,20.30158042907715,0.0,13.9367104,0.0,19.8179779052734,74.5190505981445
A81_E307_4,AMR_NDM_x.8_NDM33_NDM37,K.pneumoniae-NDM_2146,0.0,1.0,4.0,1.0,26.447359085083,90.2686920166016,25.014239788055402,0.0,6.906060765,0.0,23.9506912231445,73.9712371826172,0.0,0.0,2.0,2.0,25.3145999908447,90.2686920166016,24.44539833068845,0.0,11.42149805,1.65741994,23.5761966705322,90.2686920166016,0.0,0.0,0.0,2.0,24.8388671875,90.1317291259766,24.7076482772827,0.0,6.5005251600000005,21.231267420000002,24.5764293670654,89.9947814941406,0.0,0.0,0.0,2.0,21.3584804534912,90.1317291259766,21.1458339691162,0.0,0.0,20.47740933,20.9331874847412,89.9947814941406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A81_E307_4,AMR_NDM_x.9_NDM42_NDM45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,2.0,0.0,37.7530746459961,76.4364013671875,37.6112117767334,0.0,1.85039317,0.0,37.4693489074707,76.0255432128906,0.0,2.0,1.0,0.0,37.2536277770996,83.4210205078125,37.2536277770996,0.0,2.10662188,0.0,37.2536277770996,82.0514831542969,0.0,2.0,2.0,0.0,nan,76.1624908447266,nan,0.0,1.7570385099999999,0.0,nan,76.1624908447266
A81_E307_4,AMR_NDM_x.9_NDM42_NDM45,K.pneumoniae-NDM_2146,4.0,0.0,0.0,4.0,34.5241203308105,89.7208709716797,33.6978130340576,0.37355136,1.7266944249999998,9.890934484999999,31.840030670166,89.7208709716797,2.0,0.0,0.0,2.0,28.0594043731689,89.4469680786133,27.8513317108154,3.03809781,0.0,29.90074508,27.6432590484619,89.4469680786133,2.0,0.0,0.0,2.0,24.6638584136963,89.3100128173828,24.194370269775398,1.7266605199999998,0.0,26.2533883,23.7248821258545,89.3100128173828,2.0,0.0,0.0,2.0,20.4408149719238,89.3100128173828,20.201713562011697,1.7380706700000002,0.0,26.5659722,19.9626121520996,89.1730651855469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A81_E311_1,AMR_vim1_8.x_VIM45_VIM01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,2.0,0.0,36.3386459350586,76.4281387329102,35.81118965148925,nan,nan,nan,35.2837333679199,76.0174560546875,0.0,2.0,2.0,0.0,37.3738479614258,84.2311248779297,36.61687660217285,nan,nan,nan,35.8599052429199,75.3329849243164,0.0,1.0,2.0,0.0,35.0409660339355,80.5349731445312,35.0409660339355,nan,nan,nan,35.0409660339355,75.059196472168
A81_E311_1,AMR_vim1_8.x_VIM45_VIM01,K.pneumoniae-VIM1_13440,4.0,0.0,0.0,4.0,29.5703773498535,88.8855438232422,29.50880241394045,nan,nan,nan,29.4392528533936,88.474853515625,2.0,0.0,0.0,2.0,26.29958152771,89.0224304199219,26.139799118042,nan,nan,nan,25.980016708374,88.8855438232422,2.0,0.0,0.0,2.0,22.563627243042,89.0224304199219,22.46200466156005,nan,nan,nan,22.3603820800781,88.8855438232422,2.0,0.0,0.0,2.0,19.0214748382568,89.0224304199219,19.00583934783935,nan,nan,nan,18.9902038574219,89.0224304199219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A81_E311_1,AMR_vim1_9.x_VIM46_VIM01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,2.0,0.0,nan,66.0241622924805,nan,nan,nan,nan,nan,65.8872680664062,0.0,2.0,2.0,0.0,nan,83.820442199707,nan,nan,nan,nan,nan,67.2562103271484,0.0,1.0,2.0,0.0,nan,64.6552124023438,nan,nan,nan,nan,nan,64.1076354980469
A81_E311_1,AMR_vim1_9.x_VIM46_VIM01,K.pneumoniae-VIM1_13440,0.0,0.0,4.0,0.0,nan,66.5717391967773,nan,nan,nan,nan,nan,64.5183181762695,0.0,0.0,0.0,2.0,39.186206817627,89.2962188720703,39.186206817627,nan,nan,nan,39.186206817627,89.1593322753906,2.0,0.0,0.0,2.0,30.3675765991211,89.0224304199219,29.5160713195801,nan,nan,nan,28.6645660400391,89.0224304199219,2.0,0.0,0.0,2.0,25.5369186401367,89.0224304199219,25.414340019226053,nan,nan,nan,25.2917613983154,89.0224304199219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A81_E311_1,AMR_vim1_x.6_VIM47_VIM02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,2.0,0.0,nan,79.7136077880859,nan,nan,nan,nan,nan,73.9640426635742,0.0,2.0,1.0,0.0,nan,82.3146057128906,nan,nan,nan,nan,nan,62.1911125183105,0.0,2.0,1.0,0.0,nan,92.1710052490234,nan,nan,nan,nan,nan,87.3796997070312
A81_E311_1,AMR_vim1_x.6_VIM47_VIM02,K.pneumoniae-VIM1_13440,4.0,0.0,0.0,4.0,29.2971897125244,88.2010650634766,28.7378001213074,nan,nan,nan,28.0755939483643,87.7903823852539,2.0,0.0,0.0,2.0,25.2177257537842,88.3379669189453,25.2103729248047,nan,nan,nan,25.2030200958252,88.2010650634766,2.0,0.0,0.0,2.0,21.7224254608154,88.3379669189453,21.6692018508911,nan,nan,nan,21.6159782409668,88.3379669189453,2.0,0.0,0.0,2.0,18.4142513275146,88.474853515625,18.37717628479,nan,nan,nan,18.3401012420654,88.3379669189453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A81_E311_1,AMR_vim1vim2_x.7_VIM49_VIM51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,2.0,0.0,nan,73.4164581298828,nan,nan,nan,nan,nan,63.2862701416016,0.0,1.0,2.0,0.0,38.5098037719727,78.2077713012695,38.5098037719727,nan,nan,nan,38.5098037719727,62.1911125183105,0.0,1.0,2.0,0.0,36.0203666687012,82.3146057128906,36.0203666687012,nan,nan,nan,36.0203666687012,77.6601867675781
A81_E311_1,AMR_vim1vim2_x.7_VIM49_VIM51,K.pneumoniae-VIM1_13440,4.0,0.0,0.0,4.0,28.2092361450195,87.3796997070312,27.615651130676277,nan,nan,nan,27.0924682617188,86.9690170288086,2.0,0.0,0.0,2.0,24.511568069458,87.3796997070312,24.49557495117185,nan,nan,nan,24.4795818328857,87.3796997070312,2.0,0.0,0.0,2.0,21.0614585876465,87.5165939331055,21.02221488952635,nan,nan,nan,20.9829711914062,87.5165939331055,2.0,0.0,0.0,2.0,17.887414932251,87.5165939331055,17.802436828613303,nan,nan,nan,17.7174587249756,87.3796997070312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A81_E311_1,AMR_vim1vim2_x.8_VIM32_VIM54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,2.0,0.0,32.8895111083984,79.4398193359375,31.0253582000732,nan,nan,nan,29.161205291748,78.481559753418,0.0,1.0,2.0,0.0,34.7983741760254,78.7553482055664,34.0426082611084,nan,nan,nan,33.2868423461914,78.0708770751953,0.0,1.0,1.0,0.0,29.6064014434814,86.6952285766602,26.382246017456048,nan,nan,nan,23.1580905914307,77.1126098632812
A81_E311_1,AMR_vim1vim2_x.8_VIM32_VIM54,K.pneumoniae-VIM1_13440,0.0,0.0,0.0,4.0,27.7978591918945,91.3496398925781,27.199429512023926,nan,nan,nan,26.2884273529053,90.8020629882812,0.0,0.0,0.0,2.0,23.7460765838623,91.3496398925781,23.730746269226053,nan,nan,nan,23.7154159545898,91.3496398925781,2.0,0.0,0.0,2.0,20.5248413085938,91.4865341186523,20.4428472518921,nan,nan,nan,20.3608531951904,91.4865341186523,2.0,0.0,0.0,2.0,17.2372226715088,91.6234283447266,17.10190296173095,nan,nan,nan,16.9665832519531,91.4865341186523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A81_E311_1,AMR_vim1vim2_x.9_VIM61_VIM59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,2.0,2.0,nan,80.8087615966797,nan,nan,nan,nan,nan,80.6718673706055,1.0,1.0,2.0,0.0,34.7749214172363,83.4097595214844,34.7749214172363,nan,nan,nan,34.7749214172363,78.7553482055664,0.0,0.0,0.0,2.0,38.6516380310059,80.398078918457,38.6516380310059,nan,nan,nan,38.6516380310059,79.8505020141602
A81_E311_1,AMR_vim1vim2_x.9_VIM61_VIM59,K.pneumoniae-VIM1_13440,3.0,3.0,3.0,0.0,35.2822494506836,82.3146057128906,32.61050287882487,nan,nan,nan,30.6023349761963,77.1126098632812,0.0,2.0,1.0,0.0,37.5439758300781,83.6835479736328,37.5439758300781,nan,nan,nan,37.5439758300781,82.5883941650391,1.0,2.0,1.0,2.0,13.0338373184204,80.8087615966797,13.0338373184204,nan,nan,nan,13.0338373184204,80.5349731445312,0.0,1.0,0.0,2.0,nan,80.1242904663086,nan,nan,nan,nan,nan,80.1242904663086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A81_E311_2,AMR_vim1vim2_10.x_VIM48_VIM30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,2.0,0.0,nan,77.1125259399414,nan,nan,nan,nan,nan,71.2263641357422,0.0,2.0,2.0,0.0,39.344123840332,82.0404739379883,39.344123840332,nan,nan,nan,39.344123840332,81.9035873413086,0.0,0.0,2.0,0.0,nan,76.5649795532227,nan,nan,nan,nan,nan,70.8157043457031
A81_E311_2,AMR_vim1vim2_10.x_VIM48_VIM30,K.pneumoniae-VIM1_13440,4.0,0.0,0.0,4.0,32.8191833496094,91.3488235473633,31.828537464141853,nan,nan,nan,31.2899169921875,91.2119293212891,2.0,0.0,1.0,2.0,27.0629177093506,91.3488235473633,27.04151344299315,nan,nan,nan,27.0201091766357,91.3488235473633,2.0,0.0,0.0,2.0,23.0095729827881,91.485710144043,22.8140296936035,nan,nan,nan,22.6184864044189,91.3488235473633,2.0,0.0,0.0,2.0,19.7589817047119,91.485710144043,19.628846168518052,nan,nan,nan,19.4987106323242,91.3488235473633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A81_E311_2,AMR_vim1vim2_11.x_VIM52_VIM44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,0.0,0.0,nan,85.8733215332031,nan,nan,nan,nan,nan,83.4093475341797,0.0,2.0,2.0,0.0,36.4605598449707,85.7364349365234,36.4605598449707,nan,nan,nan,36.4605598449707,85.5995483398438,0.0,0.0,2.0,0.0,37.9533233642578,77.3863067626953,37.7502632141113,nan,nan,nan,37.5472030639648,76.7018661499023
A81_E311_2,AMR_vim1vim2_11.x_VIM52_VIM44,K.pneumoniae-VIM1_13440,4.0,0.0,0.0,4.0,30.4899864196777,91.6225967407227,29.771957874298074,nan,nan,nan,29.5240440368652,91.2119293212891,2.0,0.0,0.0,2.0,26.08473777771,91.7594833374023,26.0342016220093,nan,nan,nan,25.9836654663086,91.485710144043,2.0,0.0,0.0,2.0,23.3818264007568,91.7594833374023,23.36785507202145,nan,nan,nan,23.3538837432861,91.6225967407227,2.0,0.0,0.0,2.0,20.1103744506836,91.7594833374023,19.98393535614015,nan,nan,nan,19.8574962615967,91.6225967407227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A81_E311_2,AMR_vim1vim2_12.x_VIM55_VIM60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,1.0,0.0,39.303150177002,84.9151153564453,39.303150177002,nan,nan,nan,39.303150177002,82.3142547607422,0.0,2.0,0.0,0.0,37.5080680847168,87.9266357421875,37.33959579467775,nan,nan,nan,37.1711235046387,84.0937881469727,0.0,1.0,2.0,0.0,28.9425201416016,77.9338531494141,27.3496675491333,nan,nan,nan,25.756814956665,77.523193359375
A81_E311_2,AMR_vim1vim2_12.x_VIM55_VIM60,K.pneumoniae-VIM1_13440,0.0,0.0,0.0,4.0,29.723461151123,89.8430633544922,29.344751358032198,nan,nan,nan,29.0047206878662,89.5692901611328,0.0,0.0,0.0,2.0,25.7898120880127,89.8430633544922,25.776115417480447,nan,nan,nan,25.7624187469482,89.8430633544922,2.0,0.0,0.0,2.0,22.5890159606934,89.8430633544922,22.4931335449219,nan,nan,nan,22.3972511291504,89.8430633544922,2.0,0.0,0.0,2.0,19.416088104248,89.9799499511719,19.3878116607666,nan,nan,nan,19.3595352172852,89.9799499511719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A81_E312_1,AMR_vim1_8.x_VIM45_VIM01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,1.0,0.0,36.9426422119141,85.056510925293,36.9426422119141,nan,nan,nan,36.9426422119141,84.7826919555664,1.0,0.0,1.0,2.0,30.6358127593994,89.5744781494141,26.7067470550537,nan,nan,nan,22.777681350708,88.2053985595703,1.0,0.0,2.0,0.0,34.6187171936035,76.8420181274414,28.2293882369995,nan,nan,nan,21.8400592803955,75.6098403930664
A81_E312_1,AMR_vim1_8.x_VIM45_VIM01,K.pneumoniae-VIM1_13440,0.0,0.0,0.0,4.0,29.1285533905029,89.300666809082,28.10696601867675,nan,nan,nan,26.2616882324219,89.02685546875,1.0,0.0,0.0,2.0,25.1396160125732,89.02685546875,24.762276649475098,nan,nan,nan,24.384937286377,88.8899383544922,2.0,0.0,0.0,2.0,21.8106098175049,89.02685546875,21.7263765335083,nan,nan,nan,21.6421432495117,88.8899383544922,2.0,0.0,0.0,2.0,18.499080657959,88.8899383544922,18.34165382385255,nan,nan,nan,18.1842269897461,88.8899383544922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A81_E312_1,AMR_vim1_9.x_VIM46_VIM01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,2.0,0.0,nan,68.0798873901367,nan,nan,nan,nan,nan,67.9429779052734,0.0,2.0,2.0,0.0,nan,84.5088806152344,nan,nan,nan,nan,nan,84.0981521606445,0.0,0.0,2.0,0.0,15.4501638412476,76.2943801879883,15.4501638412476,nan,nan,nan,15.4501638412476,65.8893585205078
A81_E312_1,AMR_vim1_9.x_VIM46_VIM01,K.pneumoniae-VIM1_13440,1.0,0.0,2.0,4.0,37.2290000915527,89.5744781494141,24.60907077789305,nan,nan,nan,11.9891414642334,89.300666809082,0.0,0.0,0.0,2.0,34.0997886657715,89.02685546875,32.005375862121596,nan,nan,nan,29.9109630584717,89.02685546875,0.0,0.0,0.0,2.0,27.7540950775146,89.02685546875,27.64737224578855,nan,nan,nan,27.5406494140625,89.02685546875,0.0,0.0,0.0,2.0,22.969596862793,89.02685546875,22.572910308837898,nan,nan,nan,22.1762237548828,89.02685546875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A81_E312_1,AMR_vim1_x.6_VIM47_VIM02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,1.0,0.0,nan,82.8659820556641,nan,nan,nan,nan,nan,62.4666519165039,0.0,1.0,2.0,0.0,32.2301750183105,83.0028839111328,32.2301750183105,nan,nan,nan,32.2301750183105,77.5265579223633,0.0,0.0,2.0,0.0,35.5664405822754,77.8003692626953,35.4328098297119,nan,nan,nan,35.2991790771484,77.8003692626953
A81_E312_1,AMR_vim1_x.6_VIM47_VIM02,K.pneumoniae-VIM1_13440,4.0,0.0,0.0,4.0,28.3403873443604,88.4792175292969,27.91451597213745,nan,nan,nan,27.3794231414795,88.2053985595703,2.0,0.0,0.0,2.0,24.4372978210449,88.3423080444336,24.3851261138916,nan,nan,nan,24.3329544067383,88.2053985595703,2.0,0.0,0.0,2.0,21.348762512207,88.3423080444336,20.97267246246335,nan,nan,nan,20.5965824127197,88.2053985595703,2.0,0.0,0.0,2.0,17.5473747253418,88.3423080444336,17.37031173706055,nan,nan,nan,17.1932487487793,88.2053985595703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A81_E312_1,AMR_vim1vim2_x.7_VIM49_VIM51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,2.0,0.0,36.6851692199707,84.3719711303711,36.6851692199707,nan,nan,nan,36.6851692199707,78.7587280273438,0.0,1.0,2.0,0.0,nan,84.0981521606445,nan,nan,nan,nan,nan,78.3480072021484,0.0,1.0,2.0,0.0,nan,76.2943801879883,nan,nan,nan,nan,nan,62.8773727416992
A81_E312_1,AMR_vim1vim2_x.7_VIM49_VIM51,K.pneumoniae-VIM1_13440,4.0,0.0,0.0,4.0,29.265079498291,87.5208587646484,29.062479496002204,nan,nan,nan,28.9775333404541,87.3839492797852,2.0,0.0,0.0,2.0,25.8065452575684,87.3839492797852,25.3321180343628,nan,nan,nan,24.8576908111572,87.3839492797852,2.0,0.0,0.0,2.0,22.4672870635986,87.5208587646484,22.383396148681598,nan,nan,nan,22.2995052337646,87.3839492797852,2.0,0.0,0.0,2.0,18.9814033508301,87.5208587646484,18.959098815917997,nan,nan,nan,18.9367942810059,87.3839492797852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A81_E312_1,AMR_vim1vim2_x.8_VIM32_VIM54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,2.0,0.0,33.6179466247559,79.0325469970703,32.7020950317383,nan,nan,nan,31.7862434387207,78.4849166870117,0.0,0.0,2.0,0.0,35.3684272766113,78.2110977172852,35.268966674804645,nan,nan,nan,35.169506072998,78.2110977172852,1.0,1.0,2.0,0.0,31.2796669006348,87.1101379394531,25.1909742355347,nan,nan,nan,19.1022815704346,79.1694564819336
A81_E312_1,AMR_vim1vim2_x.8_VIM32_VIM54,K.pneumoniae-VIM1_13440,0.0,0.0,0.0,4.0,27.5526447296143,91.4911956787109,27.08233642578125,nan,nan,nan,26.9151401519775,91.4911956787109,0.0,0.0,0.0,2.0,24.2588672637939,91.4911956787109,24.06376552581785,nan,nan,nan,23.8686637878418,91.4911956787109,2.0,0.0,0.0,2.0,20.767110824585,91.4911956787109,20.75160026550295,nan,nan,nan,20.7360897064209,91.4911956787109,2.0,0.0,0.0,2.0,17.3454093933105,91.6281051635742,17.29311370849605,nan,nan,nan,17.2408180236816,91.6281051635742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A81_E312_1,AMR_vim1vim2_x.9_VIM61_VIM59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,0.0,10.3986825942993,77.8003692626953,10.3986825942993,nan,nan,nan,10.3986825942993,75.3360290527344,1.0,2.0,2.0,0.0,9.06804752349854,84.3719711303711,9.06804752349854,nan,nan,nan,9.06804752349854,84.0981521606445,1.0,1.0,2.0,0.0,21.9695873260498,81.0861740112305,17.04228258132935,nan,nan,nan,12.1149778366089,79.3063659667969
A81_E312_1,AMR_vim1vim2_x.9_VIM61_VIM59,K.pneumoniae-VIM1_13440,1.0,3.0,3.0,0.0,26.521390914917,81.2230834960938,17.741409301757834,nan,nan,nan,4.23457431793213,77.5265579223633,2.0,1.0,1.0,0.0,13.1950941085815,80.6754455566406,8.721070766448955,nan,nan,nan,4.24704742431641,60.0023002624512,0.0,2.0,2.0,0.0,25.3009510040283,91.6281051635742,23.6098690032959,nan,nan,nan,21.9187870025635,79.9909057617188,1.0,0.0,2.0,0.0,28.7357597351074,78.621826171875,16.61253213882445,nan,nan,nan,4.4893045425415,60.0023002624512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A81_E312_2,AMR_vim1vim2_10.x_VIM48_VIM30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,0.0,0.0,nan,86.147102355957,nan,nan,nan,nan,nan,84.2306976318359,0.0,2.0,2.0,0.0,nan,83.546272277832,nan,nan,nan,nan,nan,62.4658470153809,0.0,1.0,2.0,0.0,nan,83.6831588745117,nan,nan,nan,nan,nan,77.7970657348633
