AMR_oxa23_x.17_OXA49_OXA52,assay,197
AMR_oxa23_x.18_OXA49_OXA22,assay,199
AMR_oxa23_x.19_OXA21_OXA52,assay,195
AMR_oxa23_x.21_OXA50_OXA52,assay,187
AMR_oxa23_x.22_OXA50_OXA22,assay,189
AMR_oxa23_x.23_OXA51_OXA53,assay,187
AMR_oxa40_x.24_OXA36_OXA58,assay,160
AMR_oxa40_x.25_OXA36_OXA59,assay,195
AMR_oxa40_14.x_OXA54_OXA56,assay,406
AMR_oxa40_15.x_OXA54_OXA57,assay,403
AMR_oxa40_16.x_OXA55_OXA56,assay,396
AMR_oxa40_17.x_OXA55_OXA57,assay,393
AMR_oxa58_x.26_OXA40_OXA61,assay,176
AMR_oxa58_x.27_OXA40_OXA62,assay,204
AMR_oxa58_x.28_OXA60_OXA63,assay,186
AMR_oxa58_18.x_OXA44_OXA66,assay,381
AMR_oxa58_19.x_OXA44_OXA67,assay,421
AMR_oxa58_20.x_OXA64_OXA65,assay,319
AMR_oxa58_21.x_OXA64_OXA66,assay,366
AMR_IMP_3.x_IMP23_IMP38,assay,397
AMR_IMP_4.x_IMP23_IMP39,assay,402
AMR_IMP_5.x_IMP23_IMP40,assay,418
AMR_IMP_6.x_IMP23_IMP41,assay,421
AMR_IMP_7.x_IMP36_IMP38,assay,394
AMR_IMP_8.x_IMP36_IMP39,assay,399
AMR_IMP_9.x_IMP36_IMP40,assay,415
AMR_IMP_10.x_IMP36_IMP41,assay,418
AMR_IMP_11.x_IMP35_IMP38,assay,377
AMR_IMP_12.x_IMP35_IMP39,assay,382
AMR_IMP_13.x_IMP35_IMP40,assay,398
AMR_IMP_14.x_IMP35_IMP41,assay,401
