AMR_IMP_15.x_IMP06_IMP46,assay,426
AMR_IMP_16.x_IMP42_IMP47,assay,510
AMR_IMP_17.x_IMP43_IMP48,assay,401
AMR_IMP_18.x_IMP44_IMP49,assay,417
AMR_IMP_19.x_IMP42_IMP46,assay,474
AMR_IMP_20.x_IMP42_IMP47,assay,510
AMR_IMP_21.x_IMP42_IMP48,assay,551
AMR_IMP_22.x_IMP42_IMP49,assay,577
AMR_IMP_23.x_IMP43_IMP46,assay,324
AMR_IMP_24.x_IMP43_IMP47,assay,360
AMR_IMP_25.x_IMP43_IMP48,assay,401
AMR_IMP_26.x_IMP43_IMP49,assay,427
AMR_IMP_27.x_IMP44_IMP46,assay,314
AMR_IMP_28.x_IMP44_IMP47,assay,350
AMR_IMP_29.x_IMP44_IMP48,assay,391
AMR_IMP_30.x_IMP44_IMP49,assay,417
AMR_IMP_31.x_IMP45_IMP46,assay,302
AMR_IMP_32.x_IMP45_IMP47,assay,338
AMR_IMP_33.x_IMP45_IMP48,assay,379
AMR_IMP_34.x_IMP45_IMP49,assay,405
AMR_ctxm2_35.x_CTX128_CTX131,assay,364
AMR_ctxm2_36.x_CTX128_CTX132,assay,432
AMR_ctxm2_37.x_CTX128_CTX133,assay,457
AMR_ctxm2_38.x_CTX128_CTX103,assay,456
AMR_ctxm2_39.x_CTX129_CTX131,assay,346
AMR_ctxm2_40.x_CTX129_CTX132,assay,414
AMR_ctxm2_41.x_CTX129_CTX133,assay,439
AMR_ctxm2_42.x_CTX129_CTX103,assay,438
AMR_ctxm2_43.x_CTX130_CTX131,assay,291
AMR_ctxm2_44.x_CTX130_CTX132,assay,359
AMR_ctxm2_45.x_CTX130_CTX133,assay,384
AMR_ctxm2_46.x_CTX130_CTX103,assay,383
AMR_ctxm9_x.17_CTX137_CTX138,assay,184
AMR_ctxm9_x.18_CTX13_CTX138,assay,169
AMR_ctxm9_x.19_CTX05_CTX138,assay,168
AMR_ctxm9_x.20_CTX135_CTX138,assay,170
AMR_ctxm9_47.x_CTX134_CTX136,assay,366
AMR_ctxm9_48.x_CTX135_CTX93,assay,399
AMR_ctxm9_49.x_CTX135_CTX70,assay,459
AMR_ctxm9_50.x_CTX13_CTX93,assay,398
AMR_ctxm9_51.x_CTX13_CTX70,assay,458
AMR_ctxm9_52.x_CTX05_CTX93,assay,397
AMR_ctxm9_53.x_CTX05_CTX70,assay,457
AMR_ctxm15_54.x_CTX140_CTX143,assay,338
AMR_ctxm15_55.x_CTX140_CTX144,assay,362
AMR_ctxm15_56.x_CTX140_CTX145,assay,373
AMR_ctxm15_57.x_CTX140_CTX146,assay,409
AMR_ctxm15_58.x_CTX140_CTX147,assay,414
AMR_ctxm15_59.x_CTX140_CTX148,assay,555
AMR_ctxm15_60.x_CTX141_CTX143,assay,324
AMR_ctxm15_61.x_CTX141_CTX144,assay,348
AMR_ctxm15_62.x_CTX141_CTX145,assay,359
AMR_ctxm15_63.x_CTX141_CTX146,assay,395
AMR_ctxm15_64.x_CTX141_CTX147,assay,400
AMR_ctxm15_65.x_CTX141_CTX148,assay,541
AMR_ctxm15_66.x_CTX142_CTX143,assay,317
AMR_ctxm15_67.x_CTX142_CTX144,assay,341
AMR_ctxm15_68.x_CTX142_CTX145,assay,352
AMR_ctxm15_69.x_CTX142_CTX146,assay,388
AMR_ctxm15_70.x_CTX142_CTX147,assay,393
AMR_ctxm15_71.x_CTX142_CTX148,assay,534
AMR_ctxm15_72.x_CTX149_CTX153,assay,393
AMR_ctxm15_73.x_CTX149_CTX154,assay,412
AMR_ctxm15_74.x_CTX149_CTX155,assay,463
AMR_ctxm15_75.x_CTX150_CTX153,assay,391
AMR_ctxm15_76.x_CTX150_CTX154,assay,410
AMR_ctxm15_77.x_CTX150_CTX155,assay,461
AMR_ctxm15_78.x_CTX151_CTX153,assay,300
AMR_ctxm15_79.x_CTX151_CTX154,assay,319
AMR_ctxm15_80.x_CTX151_CTX155,assay,370
AMR_ctxm15_81.x_CTX152_CTX153,assay,251
AMR_ctxm15_82.x_CTX152_CTX154,assay,270
AMR_ctxm15_83.x_CTX152_CTX155,assay,321
AMR_ctxm40_84.x_CTX156_CTX160,assay,337
AMR_ctxm40_85.x_CTX156_CTX161,assay,356
AMR_ctxm40_86.x_CTX156_CTX162,assay,414
AMR_ctxm40_87.x_CTX157_CTX160,assay,323
AMR_ctxm40_88.x_CTX157_CTX161,assay,342
AMR_ctxm40_89.x_CTX157_CTX162,assay,400
AMR_ctxm40_90.x_CTX158_CTX160,assay,320
AMR_ctxm40_91.x_CTX158_CTX161,assay,339
AMR_ctxm40_92.x_CTX158_CTX162,assay,397
AMR_ctxm40_93.x_CTX159_CTX160,assay,273
AMR_ctxm40_94.x_CTX159_CTX161,assay,292
AMR_ctxm40_95.x_CTX159_CTX162,assay,350
AMR_ctxm40_x.21_CTX169_CTX171,assay,181
AMR_ctxm40_x.22_CTX170_CTX171,assay,175
